#a_id,w_id,product title,amazon_price,walmart_price,brand,hard disk size,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a1594,w373,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1311.45,HP,1128.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w396,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1416.45,HP,512.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w398,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1416.45,HP,1512.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w417,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1521.45,HP,1512.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w435,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1626.45,HP,2000.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w451,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1731.45,HP,2000.0,Windows 10,AMD,4,2.7,32.0,15.6
a1594,w469,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,1399.0,1888.95,HP,2000.0,Windows 10,AMD,4,2.7,32.0,15.6
a1598,w2411,MSI GP72VR Leopard Pro-281 17.3 120Hz 5ms Display Performance Gaming Laptop Core i7-7700HQ GTX 1060 16GB 1TB VR Ready,1299.99,1199.0,MSI,1024.0,Windows 10,Intel,2,2.8,16.0,17.3
a1601,w1429,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1516.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1509,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1290.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1558,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1199.0,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1559,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1227.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1578,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1437.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1610,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1605.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1614,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1663.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1601,w1630,2018 Flagship HP Pavilion 15t Business 15.6 Full HD IPS Touchscreen Laptop - Intel Quad-Core i7-8550U Up to 4GHz 12GB DDR4 1TB HDD Backlit Keyboard WLAN Bluetooth HDMI HD Webcam USB Type-C Windows 10,778.99,1831.45,HP,1000.0,Windows 10,Intel,4,1.8,12.0,15.6
a1602,w1235,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,670.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1237,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,670.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1240,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,681.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1242,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,681.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1262,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,733.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1264,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,733.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1266,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,744.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1267,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,744.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1283,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,786.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1284,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,786.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1285,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,786.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1287,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,786.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1320,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,849.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1322,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,849.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1323,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,849.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1324,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,849.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1346,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,891.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w1347,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,891.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w730,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,628.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w742,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,628.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w750,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,565.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w833,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,1122.45,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1602,w843,HP - 17z Laptop 17.3 with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU AMD Radeon R4 Graphics 16GB RAM 1TB HDD 17.3inch touch screen (1600x900) Wi-Fi Bluetooth Windows 10 Home ) Natural Silver,599.0,565.95,HP,1000.0,Windows 10,AMD,2,2.5,16.0,17.3
a1606,w3926,2015 Apple MacBook Pro 15-Inch Retina Laptop Quad i7 2.2GHz / 16GB DDR3 Ram / 1000GB SSD / 1.5GB Video / Thunderbolt / USB 3.0 / Wifi / HD Camera / HDMI / OS X 10.12 / Warranty,2299.95,1999.95,Apple,1000.0,Mac OS X,Intel,4,2.2,16.0,15.4
a1615,w1706,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,185.23,229.0,Acer,16.0,Chrome,Intel,2,1.6,2.0,15.6
a1615,w1724,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,185.23,145.99,Acer,16.0,Chrome,Intel,2,1.6,2.0,15.6
a1615,w1785,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,185.23,255.9,Acer,16.0,Chrome,Intel,2,1.6,2.0,15.6
a1615,w1788,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,185.23,216.29,Acer,16.0,Chrome,Intel,2,1.6,2.0,15.6
a1615,w1795,ACER CHROMEBOOK 15 CELERON N3060 15.6 HD 2GB LPDDR3 16GB STORAGE CB3-532-C3F7,185.23,248.99,Acer,16.0,Chrome,Intel,2,1.6,2.0,15.6
a1617,w3359,Lenovo ThinkPad X1 Carbon 20BS 14 Ultrabook Core i5 8 GB RAM 256 GB SSD Intel HD Graphics 5500 Black (20BS00BGUS),1453.99,2492.48,Lenovo,256.0,Windows 7,2.3 GHz None,2,2.3,8.0,14.0
a163,w1038,Lenovo Flex 5 15.6-Inch 2-in-1 Laptop (Intel Core i5-8250U 8GB DDR4 256GB PCIe SSD Windows 10) 81CA0008US,789.0,980.59,Lenovo,256.0,Windows 10,Intel,4,1.6,8.0,15.6
a163,w665,Lenovo Flex 5 15.6-Inch 2-in-1 Laptop (Intel Core i5-8250U 8GB DDR4 256GB PCIe SSD Windows 10) 81CA0008US,789.0,749.0,Lenovo,256.0,Windows 10,Intel,4,1.6,8.0,15.6
a163,w667,Lenovo Flex 5 15.6-Inch 2-in-1 Laptop (Intel Core i5-8250U 8GB DDR4 256GB PCIe SSD Windows 10) 81CA0008US,789.0,569.0,Lenovo,256.0,Windows 10,Intel,4,1.6,8.0,15.6
a163,w796,Lenovo Flex 5 15.6-Inch 2-in-1 Laptop (Intel Core i5-8250U 8GB DDR4 256GB PCIe SSD Windows 10) 81CA0008US,789.0,569.0,Lenovo,256.0,Windows 10,Intel,4,1.6,8.0,15.6
a164,w1992,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),318.66,299.0,HP,500.0,Windows 10,Intel,2,2.16,4.0,15.6
a164,w1994,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),318.66,299.0,HP,500.0,Windows 10,Intel,2,2.16,4.0,15.6
a164,w565,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),318.66,329.0,HP,500.0,Windows 10,Intel,2,2.16,4.0,15.6
a164,w571,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),318.66,316.0,HP,500.0,Windows 10,Intel,2,2.16,4.0,15.6
a164,w608,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),318.66,345.0,HP,500.0,Windows 10,Intel,2,2.16,4.0,15.6
a1656,w3541,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,643.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3555,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,780.59,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3585,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,499.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3626,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,614.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3669,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,552.21,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3673,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,552.21,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3806,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,614.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3862,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,599.0,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3867,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,614.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w3968,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,499.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w4090,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,566.0,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w4107,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,599.95,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w4112,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,609.97,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1656,w4124,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5 128 GB Hard Drive Integrated Intel HD Graphics 6000 Mac OS X 10.10 Yosemite),810.19,659.99,Apple,3.0,Mac OS X,Intel,4,1.6,4.0,11.6
a1657,w2993,HP Elitebook 840 G3 Notebook - V1H23UT#ABA (14” FHD Display i5-6300U 2.4GHz 8GB RAM HD Webcam Windows 7/10 Pro 64),1479.53,1579.34,HP,256.0,Windows 7,Intel,2,1.4,8.0,14.0
a1658,w178,2018 Newest Premium Flagship HP X360 15.6 Inch FHD Touchscreen Laptop with Stylus (Intel Core i5-7200U 8GB DDR4 RAM 128GB SSD and 2TB HDD AMD Radeon 530 Bluetooth Windows 10),749.0,599.99,HP,128.0,Windows 10,Intel,2,3.1,8.0,15.6
a1659,w3334,AORUS X5 v7-KL4K3D (i7-7820HK 16GB RAM 256GB NVMe SSD + 1TB HDD GTX 1070 8GB 15.6 IPS UHD Windows 10) VR Ready Gaming Notebook,2299.0,2199.0,AORUS,1000.0,Windows 10,Intel,4,2.9,16.0,15.6
a166,w1739,HP Chromebook T4M32UT#ABA 14-Inch Laptop (Intel Celeron processor 4 GB RAM 16 GB SSD Chrome OS) Black,238.0,249.26,HP,16.0,Chrome,Intel,2,2.58,4.0,14.0
a166,w1750,HP Chromebook T4M32UT#ABA 14-Inch Laptop (Intel Celeron processor 4 GB RAM 16 GB SSD Chrome OS) Black,238.0,304.47,HP,16.0,Chrome,Intel,2,2.58,4.0,14.0
a166,w1774,HP Chromebook T4M32UT#ABA 14-Inch Laptop (Intel Celeron processor 4 GB RAM 16 GB SSD Chrome OS) Black,238.0,268.3,HP,16.0,Chrome,Intel,2,2.58,4.0,14.0
a1663,w1351,Acer Nitro 5 7th Gen Intel Core i5-7300HQ GeForce GTX 1050 8GB DDR4 256GB SSD Windows 10 Home Shale Black AN515-51-56U0,727.19,655.99,Acer,256.0,Windows 10,Intel,4,2.5,8.0,15.6
a1663,w2052,Acer Nitro 5 7th Gen Intel Core i5-7300HQ GeForce GTX 1050 8GB DDR4 256GB SSD Windows 10 Home Shale Black AN515-51-56U0,727.19,749.0,Acer,256.0,Windows 10,Intel,4,2.5,8.0,15.6
a1672,w1429,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1516.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1509,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1290.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1558,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1199.0,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1559,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1227.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1578,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1437.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1610,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1605.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1614,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1663.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1672,w1630,HP Pavilion 15.6 Inch Touchscreen Flagship High Performance Laptop Intel i5-6200U Processor 8GB DDR4 RAM 1TB HDD Webcam 802.11AC Bluetooth DVD Backlit Keyboard B&O Audio Windows 10-Gold,639.0,1831.45,HP,1000.0,Windows 10,Intel,2,2.3,8.0,15.6
a1674,w2279,HP Envy 13.3 Traditional Laptop (1KT05UA#ABA),831.99,929.0,HP,128.0,Windows 10,Intel,2,2.5,8.0,13.3
a1674,w2507,HP Envy 13.3 Traditional Laptop (1KT05UA#ABA),831.99,409.99,HP,128.0,Windows 10,Intel,2,2.5,8.0,13.3
a1684,w1727,HP Business Chromebook V2W29UT 11.6 CB 11G4EE N2840 2G 16G,178.0,222.22,HP,16.0,Chrome,Intel,2,2.58,2.0,11.6
a1692,w1429,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1516.45,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
a1692,w1509,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1290.45,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
a1692,w1558,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1199.0,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
a1692,w1559,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1227.45,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
a1692,w1578,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1437.45,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
a1692,w1610,HP Pavilion 15.6 Flagship Laptop 6th Gen Skylake Intel i7-6700HQ Quad-Core Processor(6M Cache up to 3.5 GHz) FHD IPS Touchscreen 8GB DDR3 1TB HDD DVD HDMI 802.11AC Windows 10,869.0,1605.45,HP,1000.0,Windows 10,Intel,4,2.6,8.0,15.6
