x,id,label,left_id,left_model,left_extended_title,right_id,right_model,right_extended_title
411,6289,1,a656,xn8kf,dell xn8kf latitude 3580 15.6 hd intel core i3 7100u 4gb ddr4 500gb windows 10 ,w2265,lati35802t78m,dell latitude 3580 15.6 hd intel core i5 7200u 8gb ddr4 128gb solid state windows 10 lati35802t78m
13,159,0,a1099,t8tjg,2017 dell inspiron 17.3 2 1 fhd ips touchscreen intel dual core i7 7500u 2.7ghz 16gb ddr4 512gb ssd 2gb nvidia geforce 940mx maxxaudio win 10 t8tjg windows 64 bit,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
397,6178,1,a560,lenovo thinkpad p51s workstation,lenovo thinkpad p51s 15.6 intel i7 16gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,w3484,len 15 01217 p71me14,lenovo thinkpad p51s 15.6 intel i7 32gb 4tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me14 microsoft windows
444,6827,1,a944,20fh001tus,lenovo thinkpad t560 20fh001tus 15.6 intel core i7 6600u 8gb 256gb ssd windows 7 ,w2950,20fh0020us,lenovo thinkpad t560 15.6 core i5 6300u 4 gb 256 gb ssd 20fh0020us windows 7
228,3446,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3186,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 
161,2445,0,a1753,i5379 7923gry pus,dell inspiron 2 1 13.3 touch intel core i7 8gb 256gb ssd usa i5379 7923gry pus windows 10,w635,i5579 7746gry pus,dell inspiron 15 5000 2 1 15.6 fhd intel core i7 8550u 8gb 2400mhz ddr4 256 gb ssd intel uhd 620 i5579 7746gry pus windows 10 english
83,1113,1,a1347,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 ,w3052,20bu00cuus,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips fhd 1920x1080 20bu00cuus
447,6851,1,a952,nx.g15aa.001,acer cb3 531 c4a5 15.6 chromebook celeron n2830 2.16 ghz 2 gb 16 gb ssd textured granite nx.g15aa.001 os,w1978,nx.g15aa.001,acer granite 15.6 cb3 531 c4a5 chromebook pc intel celeron n2830 dual core 2gb 16gb chrome nx.g15aa.001
424,6523,0,a782,w0s06ut#aba,hp elitebook g1 w0s06ut 12.5 intel core m5 6y548gb 256 gb win 10 w0s06ut#aba windows edition,w2319,w0s98ut#aba,hp 250 g5 15.6 core i5 6200u 4 gb 500 gb hdd w0s98ut#aba windows 10
110,1525,0,a1396,thinkpad p51,lenovo thinkpad p51 touch windows 10 intel quad core i7 7700hq 16gb 1tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu thinkpad,w2599,thinkpad,refurbished lenovo thinkpad t430 i5 2.6ghz 8gb 240ssd windows 10 64 cam 
149,2114,1,a1728,,lenovo thinkpad t470s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3139,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 512gb ssd 14 ips fhd 1920x1080 
152,2225,1,a1728,,lenovo thinkpad t470s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3313,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
16,192,0,a1113,md231ll a,apple macbook air md231ll a 13.3 md231ll a x v10.8 mountain lion,w3782,mc968ll a,apple macbook air mc968ll a 11.6 x 10.7 lion
352,5416,1,a2794,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,w3232,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 
109,1518,0,a1391,dell,2018 dell inspiron 15 5000 5577 15.6 fhd 1080p intel core i5 7300hq 2.5ghz 16gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 dell,w4377,dell,refurbished dell latitude e6410 w7 14.1 intel i5 520m dual core 2.4ghz 4gb 160gb dvdâ±rw intel microsoft windows
318,4882,1,a2490,hp envy x360 15t ash silver,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp x360 15t,w804,hp envy 15t fhd touch,newest hp envy 15t pc full hd touchscreen intel i7 32gb 1tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 
139,1979,0,a17,nx.gc2aa.007,acer chromebook 14 14 full hd intel celeron quad core n3160 4gb lpddr3 32gb chrome cb3 431 c5fm nx.gc2aa.007,w2053,nx.gkkaa.007,acer swift 3 sf314 51 398b 14 windows 10 intel core i3 7100u 4gb 128gb solid state nx.gkkaa.007 microsoft
237,3564,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3373,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
260,4070,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1415,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 128gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
367,5690,0,a2944,nx.gswaa.001,17.3 ci58250 8g 1tb w10 acer nx.gswaa.001 unknown,w2431,nx.gjzaa.001,acer aspire f 15 f5 573 55w1 15.6 core i5 7200u 8 gb 1 tb hdd us nx.gjzaa.001 windows 10
361,5558,0,a2804,80xc0003us,lenovo ideapad 720s 14 fhd ips intel core i7 7500u 16gb 512gb ssd windows 10 80xc0003us ,w1838,80ys0003us,refurbished lenovo n23 80ys0003us chromebook pc intel celeron n3060 1.6 ghz dual core 4 gb lpddr3 sdram 16 gb 11.6 chrome 
248,3810,1,a2104,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 512gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,w3055,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
348,5341,1,a2780,pavilion,cuk hp pavilion 15 power intel quad core i7 7700hq 32gb ddr4 512gb nvme ssd 1tb nvidia gtx 1050 4gb 15.6 full hd windows 10 upgrade king x64 bit,w1610,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
19,232,1,a112,xps9360 1718slv,dell xps9360 1718slv 13.3 7th gen intel core i5 8gb 128 gb ssd machined back & base windows 10,w738,xps9360 7697slv,dell xps 13 9360 intel i7 7560u 16gb 512gb ssd xps9360 7697slv windows 10
269,4227,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1583,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
226,3428,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3156,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 
346,5318,0,a2750,dell,2018 dell inspiron 15 5000 5577 15.6 fhd intel core i5 7300hq 2.5ghz 16gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 dell,w4377,dell,refurbished dell latitude e6410 w7 14.1 intel i5 520m dual core 2.4ghz 4gb 160gb dvdâ±rw intel microsoft windows
3,44,1,a1031,a515 51 596k,acer 15.6 intel core i5 3.40ghz 8gb 256gb ssd windows 10 a515 51 596k home,w4581,nx.gnpaa.016,refurbished acer aspire 3 intel core i5 2.5 ghz 8gb 256 gb ssd windows 10 nx.gnpaa.016
315,4825,1,a2454,prt12u 00r002,toshiba prt12u 00r002 portege x20w d1252 intel core i5 7200u 2.5 ghz lpddr3 8 gb 25 unknown,w800,prt12u 00r002,toshiba portégé x20w d1252 12.5 core i5 7200u 8 gb 256 gb ssd prt12u 00r002 windows 10
125,1769,1,a1563,lenovo thinkpad p51s workstation,lenovo thinkpad p51s 15.6 intel i7 8gb 500gb hdd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,w2958,len 15 01217 p71me5,lenovo thinkpad p51s 15.6 intel i7 16gb 240gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me5 microsoft windows
280,4410,1,a2369,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,w1618,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
286,4470,1,a2426,20fcs5f100,lenovo thinkpad x1 carbon 4 20fc intel core i5 6300u 256gb ssd 8gb 14 fhd ips 1920x1080 ac wifiwindows 7 win 10 20fcs5f100,w2951,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 256gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
77,986,0,a1329,n870hp6,prostar clevo n870hp6 17.3” full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1544,n850hk1,prostar clevo n850hk1 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft
184,2734,1,a1889,1bs54ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.8 ghz 16 gb 256 gb ssd 1bs54ut#aba 10 edition,w941,1bs50ut#aba,hp elitebook 850 g4 15.6 core i5 7300u 8 gb 256 gb ssd 1bs50ut#aba windows 10
340,5270,1,a2713,80wk001jus,lenovo legion y520 15.6 7th intel i7 1tb hdd 8gb ddr4 windows 10 nvidia geforce gtx 1050 ti 80wk001jus unknown,w2487,80wk001jus,lenovo legion y520 15ikbn 15.6 core i7 7700hq 8 gb 1 tb hdd 80wk001jus windows 10
428,6587,0,a826,nx.gqgaa.002,acer swift 3 sf314 52 517z 14 intel core i5 8250u 1.6ghz 8gb ddr4 onboard 256gb solid state microsoft windows 10 nx.gqgaa.002 unknown,w138,nx.gp7aa.002,acer r5 2 1 intel i5 7200u 8gb 256gb ssd nx.gp7aa.002 windows 10
275,4323,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1581,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1060 250gb ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
294,4630,1,a2439,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,w3204,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
392,6139,1,a519,mmgl2ll a,apple macbook mmgl2ll a 12 retina rose 256 gb x,w3698,mmgl2ll a,refurbished apple macbook 12 core m3 2016 [1.1] [256gb] [8gb] rose mmgl2ll a x 10.10
182,2715,1,a1887,hp pavilion 15t power acid green nb,hp pavilion 15t power intel i7 quad core 32gb nvidia geforce 1050 2tb hdd 512gb ssd 15.6 full hd 1920 x 1080 touch win 10 acid green hp acid nb windows,w1455,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft
403,6226,0,a597,dell,2018 dell inspiron 15 7000 7567 15.6 fhd intel core i5 7300hq 2.5ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1050 ti 4gb windows 10 computers dell,w2322,dell,refurbished dell e7240 256gb solid state 16gb core i7 2.1ghz windows 10 grade b 
80,1050,1,a1336,p950hr,prostar clevo p950hr 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1070 max q 512gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1501,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1060 250gb ssd windows 10 wi fi 1 n850hp6 microsoft
307,4760,1,a2439,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,w3405,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips wqhd 2560x1440 
258,3993,1,a2216,n855hj,prostar clevo n855hj 15.6 fhd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 wi fi 1 prostar,w1426,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft 
11,131,1,a1047,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1618,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
426,6541,0,a8,x7s52ua#aba,hp 14 stream intel celeron n3060 4gb 32gb emmc 1 office 365 hdmi x7s52ua#aba windows 10,w702,x7q92ua#aba,hp pavilion touchscreen 2 1 convertible 15.6 hd intel core i5 7200u dc 8gb rammemory 500gb 8gb ssd hd b&o windows 10 x7q92ua#aba microsoft
86,1130,1,a1347,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 ,w3084,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
266,4120,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1603,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
36,441,1,a1138,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 256gb nvme ssd 14 ips wqhd 2560x1440 ,w3441,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 2tb nvme ssd 14 ips wqhd 2560x1440 
431,6630,1,a856,w2l54ua,flagship hp 15.6 hd intel i5 2.8ghz 8gb 1tb hdd usb 3.0 hdmi win 10 w2l54ua windows,w2220,w2l54ua#aba,hp pavilion 15 au020wm 15.6 manhattan windows 10 intel core i5 6200u 8gb 1tb w2l54ua#aba
58,730,1,a1269,,lenovo thinkpad t470s windows 10 intel core i7 7600u 16gb 512gb ssd 14 ips wqhd 2560x1440 ,w3161,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 
41,519,1,a1166,nx.gr7aa.007,acer intel core i5 1.60 ghz 8 gb 256 gb ssd windows 10 nx.gr7aa.007,w4539,nx.gtsaa.005,refurbished acer intel core i5 1.60 ghz 8 gb 256 gb ssd windows 10 nx.gtsaa.005
270,4239,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1618,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
50,659,1,a1249,p650hs g,prostar clevo p650hs g vr ready 15.6 120hz 5ms w nvidia g sync intel core i7 7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi fi 1 prostar windows,w1612,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
209,3107,1,a1979,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 16gb ddr4 1tb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,w1614,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 32gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
377,5880,0,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3234,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 
357,5501,1,a2794,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,w3399,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips wqhd 2560x1440 
374,5844,1,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3078,,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
123,1758,0,a1553,nx.gpnaa.002,acer swift 1 sf113 31 p6xp 13.3 lcd intel pentium n4200 quad core 4 core 1.10 ghz 4 gb ddr3l sdram 64 gb flas nx.gpnaa.002 unknown,w604,nx.gptaa.002,acer chromebook 15 cb515 1ht p39b pentium n4200 1.1 ghz chrome 4 gb 32 gb emmc 15.6 ips touchscreen 1920 x 1080 full hd hd 505 wi fi pure kbd us nx.gptaa.002
222,3392,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3080,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
62,844,1,a1269,,lenovo thinkpad t470s windows 10 intel core i7 7600u 16gb 512gb ssd 14 ips wqhd 2560x1440 ,w3387,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
354,5423,1,a2794,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,w3242,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips fhd 1920x1080 
130,1834,1,a1601,hp pavilion 15t,2018 hp pavilion 15t 15.6 full hd ips touchscreen intel quad core i7 8550u 4ghz 12gb ddr4 1tb hdd hdmi hd usb c windows 10 64 bit,w1429,hp pavilion 15t t9y85av,hp pavilion 15t uhd 4k touchscreen intel i7 quad core 32gb nvidia geforce 960m 512gb ssd 15.6 uhd 3840 x 2160 touchscreen windows 10 t9y85av 
187,2776,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3082,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
23,288,1,a1138,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 256gb nvme ssd 14 ips wqhd 2560x1440 ,w3131,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
43,523,1,a1166,nx.gr7aa.007,acer intel core i5 1.60 ghz 8 gb 256 gb ssd windows 10 nx.gr7aa.007,w724,nx.gr7aa.002,spin 5 sp513 52n 5621 13.3 core i5 8250u 8 gb 256 gb ssd touch converight acer nx.gr7aa.002 windows 10
0,5,1,a0,nh.q28aa.001,acer predator helios 300 15.6 full hd intel core i7 7700hq 16gb ddr4 256gb ssd geforce gtx 1060 6gb vr ready kb g3 571 77qk nh.q28aa.001 windows,w2300,nh.q1caa.001,acer 15.6 intel core i7 2.6ghz 16 gb 1 tb hdd 256 gb ssd windows 10 g9 593 72vt nh.q1caa.001
201,2964,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3388,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
384,6064,1,a478,nx.ge8aa.002,acer chromebook 14 cp5 471 35t4 nx.ge8aa.002 ,w700,nx.gl4aa.002,acer chromebook r 13 cb5 312t k0yq 13.3 mt8173 4 gb 64 gb ssd us nx.gl4aa.002
98,1398,1,a1356,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb nvme ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3021,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6500u 512gb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
304,4718,1,a2439,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,w3347,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
437,6718,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3177,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
178,2633,1,a1838,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 ,w3179,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
256,3971,1,a2195,20h5009mus,lenovo thinkpad e570 15.6 fhd intel core i7 6500u 8gb ddr4 500gb hdd windows 10 20h5009mus professional,w2453,20h500a9us,lenovo thinkpad e570 15.6 core i5 7200u 8 gb 180 gb ssd 20h500a9us windows 10
94,1330,1,a1347,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 ,w3407,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 
417,6368,0,a703,1bs53ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 16 gb 512 gb ssd 1bs53ut#aba 10 edition,w155,1bs68ut#aba,hp probook x360 11 g1 education 11.6 celeron n3350 4 gb 128 gb ssd 1bs68ut#aba unknown
95,1336,1,a1347,,lenovo thinkpad t470s windows 10 intel core i7 7600u 20gb 512gb ssd 14 ips fhd 1920x1080 ,w3415,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
408,6264,0,a634,hp pavilion,2018 hp pavilion 14 wled hd intel dual core i5 7200u 3.1ghz 12gb ddr4 1tb hdd b&o 802.11ac hdmi usb c win 10 windows 64 bit,w1578,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
169,2533,1,a1799,hp pavilion,2018 hp 15.6 fhd 1080p intel core i7 7500u 3.5 ghz 12gb ddr4 256gb ssd no windows 10 pavilion,w1559,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
69,900,1,a1292,80xb0002us,lenovo flex 5 15.6 2 1 intel core i5 8 gb 256 gb ssd windows 10 80xb0002us home,w2638,80x50002us,lenovo 320s 15ikb 15.6 core i7 7500u 8 gb 1 tb hdd 80x50002us windows 10
305,4755,1,a2439,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,w3400,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 
48,613,1,a122,i55677161gry,dell inspiron 15 5000 15.6 7th intel core i7 7500u 12gb 1tb windows 10 i55677161gry,w771,i55677291gry,dell inspiron 15 5567 i55677291gry windows 10
341,5274,1,a2717,,omen x hp 17.3 4k uhd pc intel i7 quad core 32gb 2tb ssd 17.3 3840x2160 nvidia geforce gtx 1080 win 10 vr ready windows,w1456,,hp omen 17 17.3 uhd 4k vr ready intel i7 quad core 4tb ssd 17.3 uhd 3840 x 2160 32gb geforce gtx 1070 win 10 microsoft windows
207,3093,0,a1968,asus vivobook,asus vivo book 15.6 1366 x 768 hd pc intel pentium n3700 quad core 1.60 ghz 4gb 500gb hdd windows 10 vivobook,w666,,hp 15.6 hd touchscreen pc intel pentium n3710 quad core 1.60 ghz 4gb 500gb hdd windows 10 
279,4378,1,a2369,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,w1553,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1060 120gb ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
227,3429,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3157,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 
148,2111,1,a1728,,lenovo thinkpad t470s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3131,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
143,2084,0,a1728,,lenovo thinkpad t470s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3072,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 256gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
334,5135,0,a2616,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1623,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
180,2659,0,a1838,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 ,w3297,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
